url,weekid,week_position,song,artist,songid,instance,previous_week_position,peak_position,weeks_on_chart,debut_position,year,month,genre
http://www.billboard.com/charts/hot-100/2008-09-13,9/13/2008,50,No Air,Jordin Sparks Duet With Chris Brown,No AirJordin Sparks Duet With Chris Brown,1,43,3,35,95,2008,9,pop
http://www.billboard.com/charts/hot-100/2005-06-04,6/4/2005,92,Nothin' To Lose,Josh Gracin,Nothin' To LoseJosh Gracin,1,87,39,20,70,2005,6,
http://www.billboard.com/charts/hot-100/2006-05-13,5/13/2006,74,Your Man,Josh Turner,Your ManJosh Turner,2,71,38,20,96,2006,5,
http://www.billboard.com/charts/hot-100/2006-03-25,3/25/2006,50,There It Go! (The Whistle Song),Juelz Santana,There It Go! (The Whistle Song)Juelz Santana,1,43,6,24,88,2006,3,hip-hop
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,41,One Time,Justin Bieber,One TimeJustin Bieber,2,34,20,21,95,2009,12,pop
http://www.billboard.com/charts/hot-100/2009-11-28,11/28/2009,73,Favorite Girl,Justin Bieber,Favorite GirlJustin Bieber,1,26,26,2,26,2009,11,pop
http://www.billboard.com/charts/hot-100/2009-11-28,11/28/2009,95,Love Me,Justin Bieber,Love MeJustin Bieber,1,67,37,3,37,2009,11,pop
http://www.billboard.com/charts/hot-100/2007-12-01,12/1/2007,60,LoveStoned,Justin Timberlake,LoveStonedJustin Timberlake,1,58,17,20,85,2007,12,r&b
http://www.billboard.com/charts/hot-100/2007-09-08,9/8/2007,47,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,45,6,20,74,2007,9,r&b
http://www.billboard.com/charts/hot-100/2007-06-09,6/9/2007,50,What Goes Around...Comes Around,Justin Timberlake,What Goes Around...Comes AroundJustin Timberlake,1,46,1,25,64,2007,6,r&b
http://www.billboard.com/charts/hot-100/2007-03-24,3/24/2007,47,SexyBack,Justin Timberlake,SexyBackJustin Timberlake,1,39,1,36,90,2007,3,r&b
http://www.billboard.com/charts/hot-100/2003-11-22,11/22/2003,95,Senorita,Justin Timberlake,SenoritaJustin Timberlake,1,91,27,17,66,2003,11,r&b
http://www.billboard.com/charts/hot-100/2003-08-16,8/16/2003,49,Rock Your Body,Justin Timberlake,Rock Your BodyJustin Timberlake,1,43,5,22,61,2003,8,r&b
http://www.billboard.com/charts/hot-100/2003-05-03,5/3/2003,58,Cry Me A River,Justin Timberlake,Cry Me A RiverJustin Timberlake,1,42,3,20,44,2003,5,r&b
http://www.billboard.com/charts/hot-100/2003-01-18,1/18/2003,59,Like I Love You,Justin Timberlake,Like I Love YouJustin Timberlake,1,49,11,20,67,2003,1,r&b
http://www.billboard.com/charts/hot-100/2008-01-05,1/5/2008,43,Until The End Of Time,Justin Timberlake Duet With Beyonce,Until The End Of TimeJustin Timberlake Duet With Beyonce,2,38,17,25,98,2008,1,r&b
http://www.billboard.com/charts/hot-100/2007-04-07,4/7/2007,50,My Love,Justin Timberlake Featuring T.I.,My LoveJustin Timberlake Featuring T.I.,1,43,1,29,89,2007,4,r&b
http://www.billboard.com/charts/hot-100/2004-11-06,11/6/2004,44,Slow Motion,Juvenile Featuring Soulja Slim,Slow MotionJuvenile Featuring Soulja Slim,1,32,1,28,70,2004,11,
http://www.billboard.com/charts/hot-100/2005-01-08,1/8/2005,87,Nolia Clap,"Juvenile, Wacko & Skip","Nolia ClapJuvenile, Wacko & Skip",1,89,31,20,67,2005,1,
http://www.billboard.com/charts/hot-100/2001-01-13,1/13/2001,41,Don't Think I'm Not,Kandi,Don't Think I'm NotKandi,1,36,24,24,66,2001,1,
http://www.billboard.com/charts/hot-100/2009-06-13,6/13/2009,51,Heartless,Kanye West,HeartlessKanye West,1,48,2,30,4,2009,6,hip-hop
http://www.billboard.com/charts/hot-100/2009-03-07,3/7/2009,42,Love Lockdown,Kanye West,Love LockdownKanye West,1,38,3,23,3,2009,3,hip-hop
http://www.billboard.com/charts/hot-100/2008-02-09,2/9/2008,46,Stronger,Kanye West,StrongerKanye West,1,38,1,27,47,2008,2,hip-hop
http://www.billboard.com/charts/hot-100/2004-10-23,10/23/2004,50,Jesus Walks,Kanye West,Jesus WalksKanye West,1,47,11,25,68,2004,10,hip-hop
http://www.billboard.com/charts/hot-100/2004-04-17,4/17/2004,47,Through The Wire,Kanye West,Through The WireKanye West,1,42,15,21,94,2004,4,hip-hop
http://www.billboard.com/charts/hot-100/2006-02-11,2/11/2006,91,Heard 'Em Say,Kanye West Featuring Adam Levine,Heard 'Em SayKanye West Featuring Adam Levine,1,71,26,16,100,2006,2,hip-hop
http://www.billboard.com/charts/hot-100/2008-04-19,4/19/2008,64,Flashing Lights,Kanye West Featuring Dwele,Flashing LightsKanye West Featuring Dwele,1,62,29,20,75,2008,4,hip-hop
http://www.billboard.com/charts/hot-100/2006-04-22,4/22/2006,50,Gold Digger,Kanye West Featuring Jamie Foxx,Gold DiggerKanye West Featuring Jamie Foxx,1,44,1,39,92,2006,4,hip-hop
http://www.billboard.com/charts/hot-100/2004-07-24,7/24/2004,49,All Falls Down,Kanye West Featuring Syleena Johnson,All Falls DownKanye West Featuring Syleena Johnson,1,54,7,20,75,2004,7,hip-hop
http://www.billboard.com/charts/hot-100/2008-02-16,2/16/2008,50,Good Life,Kanye West Featuring T-Pain,Good LifeKanye West Featuring T-Pain,1,37,7,21,14,2008,2,hip-hop
http://www.billboard.com/charts/hot-100/2008-11-22,11/22/2008,50,Dangerous,Kardinal Offishall Featuring Akon,DangerousKardinal Offishall Featuring Akon,1,43,5,27,91,2008,11,hip-hop
http://www.billboard.com/charts/hot-100/2007-10-27,10/27/2007,73,Whine Up,Kat DeLuna Featuring Elephant Man,Whine UpKat DeLuna Featuring Elephant Man,1,66,29,20,91,2007,10,
http://www.billboard.com/charts/hot-100/2007-06-02,6/2/2007,92,Over It,Katharine McPhee,Over ItKatharine McPhee,1,76,29,16,48,2007,6,pop
http://www.billboard.com/charts/hot-100/2006-08-05,8/5/2006,73,Somewhere Over The Rainbow,Katharine McPhee,Somewhere Over The RainbowKatharine McPhee,1,50,12,4,12,2006,8,pop
http://www.billboard.com/charts/hot-100/2009-10-17,10/17/2009,47,Waking Up In Vegas,Katy Perry,Waking Up In VegasKaty Perry,1,40,9,23,65,2009,10,pop
http://www.billboard.com/charts/hot-100/2009-05-09,5/9/2009,50,Hot N Cold,Katy Perry,Hot N ColdKaty Perry,2,43,3,39,88,2009,5,pop
http://www.billboard.com/charts/hot-100/2009-05-09,5/9/2009,97,Thinking Of You,Katy Perry,Thinking Of YouKaty Perry,1,84,29,15,79,2009,5,pop
http://www.billboard.com/charts/hot-100/2008-10-25,10/25/2008,46,I Kissed A Girl,Katy Perry,I Kissed A GirlKaty Perry,1,36,1,23,76,2008,10,pop
http://www.billboard.com/charts/hot-100/2001-05-26,5/26/2001,43,Crazy,K-Ci & JoJo,CrazyK-Ci & JoJo,1,37,11,25,69,2001,5,
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,2,TiK ToK,Ke$ha,TiK ToKKe$ha,1,3,2,10,79,2009,12,pop
http://www.billboard.com/charts/hot-100/2009-12-05,12/5/2009,85,Only You Can Love Me This Way,Keith Urban,Only You Can Love Me This WayKeith Urban,2,62,34,19,98,2009,12,country
http://www.billboard.com/charts/hot-100/2009-08-08,8/8/2009,71,Kiss A Girl,Keith Urban,Kiss A GirlKeith Urban,1,77,16,20,51,2009,8,country
http://www.billboard.com/charts/hot-100/2009-04-11,4/11/2009,62,Sweet Thing,Keith Urban,Sweet ThingKeith Urban,1,50,30,20,43,2009,4,country
http://www.billboard.com/charts/hot-100/2006-12-16,12/16/2006,87,Once In A Lifetime,Keith Urban,Once In A LifetimeKeith Urban,1,67,31,14,72,2006,12,country
http://www.billboard.com/charts/hot-100/2006-05-13,5/13/2006,63,Tonight I Wanna Cry,Keith Urban,Tonight I Wanna CryKeith Urban,1,53,36,20,86,2006,5,country
http://www.billboard.com/charts/hot-100/2005-09-03,9/3/2005,77,Making Memories Of Us,Keith Urban,Making Memories Of UsKeith Urban,1,77,34,20,90,2005,9,country
http://www.billboard.com/charts/hot-100/2005-04-16,4/16/2005,96,You're My Better Half,Keith Urban,You're My Better HalfKeith Urban,1,89,33,20,73,2005,4,country
