url,weekid,week_position,song,artist,songid,instance,previous_week_position,peak_position,weeks_on_chart,debut_position,year,month,genre
http://www.billboard.com/charts/hot-100/2005-06-25,6/25/2005,64,1 Thing,Amerie,1 ThingAmerie,1,61,8,20,100,2005,6,r&b
http://www.billboard.com/charts/hot-100/2005-07-23,7/23/2005,50,"1, 2 Step",Ciara Featuring Missy Elliott,"1, 2 StepCiara Featuring Missy Elliott",1,44,2,39,74,2005,7,
http://www.billboard.com/charts/hot-100/2009-06-20,6/20/2009,47,"1, 2, 3, 4",Plain White T's,"1, 2, 3, 4Plain White T's",1,50,34,20,91,2009,6,
http://www.billboard.com/charts/hot-100/2004-07-10,7/10/2004,49,100 Years,Five For Fighting,100 YearsFive For Fighting,1,47,28,22,70,2004,7,
http://www.billboard.com/charts/hot-100/2008-01-19,1/19/2008,85,1234,Feist,1234Feist,2,59,59,15,61,2008,1,
http://www.billboard.com/charts/hot-100/2003-04-05,4/5/2003,46,19 Somethin',Mark Wills,19 Somethin'Mark Wills,1,41,23,20,69,2003,4,
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,87,1901,Phoenix,1901Phoenix,1,90,87,2,90,2009,12,indie
http://www.billboard.com/charts/hot-100/2007-10-20,10/20/2007,100,1973,James Blunt,1973James Blunt,1,81,73,3,73,2007,10,
http://www.billboard.com/charts/hot-100/2005-01-22,1/22/2005,75,1985,Bowling For Soup,1985Bowling For Soup,1,67,23,20,72,2005,1,
http://www.billboard.com/charts/hot-100/2007-04-07,4/7/2007,96,1st Time,Yung Joc Featuring Marques Houston & Trey Songz,1st TimeYung Joc Featuring Marques Houston & Trey Songz,2,87,82,6,93,2007,4,
http://www.billboard.com/charts/hot-100/2007-07-14,7/14/2007,41,2 Step,Unk,2 StepUnk,1,32,24,21,94,2007,7,
http://www.billboard.com/charts/hot-100/2009-11-21,11/21/2009,60,21 Guns,Green Day,21 GunsGreen Day,1,58,22,20,55,2009,11,
http://www.billboard.com/charts/hot-100/2003-08-23,8/23/2003,49,21 Questions,50 Cent Featuring Nate Dogg,21 Questions50 Cent Featuring Nate Dogg,1,38,1,23,74,2003,8,
http://www.billboard.com/charts/hot-100/2003-11-08,11/8/2003,91,24's,T.I.,24'sT.I.,1,87,78,15,99,2003,11,
http://www.billboard.com/charts/hot-100/2000-07-29,7/29/2000,98,3 Little Words,Nu Flavor,3 Little WordsNu Flavor,1,97,89,9,97,2000,7,
http://www.billboard.com/charts/hot-100/2008-06-28,6/28/2008,66,3 Peat,Lil Wayne,3 PeatLil Wayne,1,,66,1,66,2008,6,
http://www.billboard.com/charts/hot-100/2009-05-16,5/16/2009,32,3am,Eminem,3amEminem,1,,32,1,32,2009,5,
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,9,3,Britney Spears,3Britney Spears,1,9,1,10,1,2009,12,
http://www.billboard.com/charts/hot-100/2003-08-02,8/2/2003,96,4 Ever,Lil' Mo Featuring Fabolous,4 EverLil' Mo Featuring Fabolous,1,88,37,20,92,2003,8,
http://www.billboard.com/charts/hot-100/2007-09-22,9/22/2007,96,4 In The Morning,Gwen Stefani,4 In The MorningGwen Stefani,1,92,54,16,76,2007,9,
http://www.billboard.com/charts/hot-100/2006-06-24,6/24/2006,91,4 Minutes,Avant,4 MinutesAvant,1,77,52,14,94,2006,6,
http://www.billboard.com/charts/hot-100/2008-08-16,8/16/2008,69,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,4 MinutesMadonna Featuring Justin Timberlake & Timbaland,1,60,3,20,68,2008,8,
http://www.billboard.com/charts/hot-100/2009-12-12,12/12/2009,90,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,4 My Town (Play Ball)Birdman Featuring Drake & Lil Wayne,1,,90,1,90,2009,12,
http://www.billboard.com/charts/hot-100/2009-12-05,12/5/2009,84,5 Star,Yo Gotti,5 StarYo Gotti,1,79,79,2,79,2009,12,
http://www.billboard.com/charts/hot-100/2002-04-20,4/20/2002,54,7 Days,Craig David,7 DaysCraig David,1,42,10,20,61,2002,4,
http://www.billboard.com/charts/hot-100/2008-09-27,9/27/2008,94,7 Things,Miley Cyrus,7 ThingsMiley Cyrus,1,83,9,15,84,2008,9,
http://www.billboard.com/charts/hot-100/2006-07-29,7/29/2006,94,8th Of November,Big & Rich,8th Of NovemberBig & Rich,1,95,94,2,95,2006,7,
http://www.billboard.com/charts/hot-100/2004-08-07,8/7/2004,99,8th World Wonder,Kimberley Locke,8th World WonderKimberley Locke,1,98,49,20,78,2004,8,
http://www.billboard.com/charts/hot-100/2001-02-10,2/10/2001,96,911,Wyclef Jean Featuring Mary J. Blige,911Wyclef Jean Featuring Mary J. Blige,1,85,38,19,77,2001,2,
http://www.billboard.com/charts/hot-100/2004-07-24,7/24/2004,87,99 Problems,JAY-Z,99 ProblemsJAY-Z,1,71,30,12,94,2004,7,
http://www.billboard.com/charts/hot-100/2003-09-20,9/20/2003,100,99.9% Sure (I've Never Been Here Before),Brian McComas,99.9% Sure (I've Never Been Here Before)Brian McComas,1,94,57,11,77,2003,9,
http://www.billboard.com/charts/hot-100/2007-11-03,11/3/2007,64,A Bay Bay,Hurricane Chris,A Bay BayHurricane Chris,1,61,7,20,95,2007,11,
http://www.billboard.com/charts/hot-100/2007-06-16,6/16/2007,93,A Broken Wing,Jordin Sparks,A Broken WingJordin Sparks,1,66,66,2,66,2007,6,
http://www.billboard.com/charts/hot-100/2009-06-06,6/6/2009,56,A Change Is Gonna Come,Adam Lambert,A Change Is Gonna ComeAdam Lambert,1,,56,1,56,2009,6,
